id_GO	type	name
0035776P	P	pronephric proximal tubule development
0090094P	P	metanephric cap mesenchymal cell proliferation involved in metanephros development
1905408P	P	negative regulation of creatine transmembrane transporter activity
0072166P	P	posterior mesonephric tubule development
0023016P	P	signal transduction by trans-phosphorylation
0034998C	C	oligosaccharyltransferase I complex
0071702P	P	organic substance transport
0048685P	P	negative regulation of collateral sprouting of intact axon in response to injury
0004585F	F	ornithine carbamoyltransferase activity
0097272P	P	ammonia homeostasis
0046556F	F	alpha-L-arabinofuranosidase activity
0046373P	P	L-arabinose metabolic process
1904265F	F	ubiquitin-specific protease activity involved in negative regulation of retrograde protein transport, ER to cytosol
0035871P	P	protein K11-linked deubiquitination
1990167P	P	protein K27-linked deubiquitination
0035523P	P	protein K29-linked deubiquitination
1990168P	P	protein K33-linked deubiquitination
0071947P	P	protein deubiquitination involved in ubiquitin-dependent protein catabolic process
2000780P	P	negative regulation of double-strand break repair
1901315P	P	negative regulation of histone H2A K63-linked ubiquitination
0101005F	F	ubiquitinyl hydrolase activity
0044313P	P	protein K6-linked deubiquitination
0072607P	P	interleukin-9 secretion
2000316P	P	regulation of T-helper 17 type immune response
0048852P	P	diencephalon morphogenesis
0097306P	P	cellular response to alcohol
0042706P	P	eye photoreceptor cell fate commitment
1901994P	P	negative regulation of meiotic cell cycle phase transition
0060214P	P	endocardium formation
0070896P	P	positive regulation of transposon integration
0016499F	F	orexin receptor activity
0031854F	F	orexigenic neuropeptide QRFP receptor binding
0022410P	P	circadian sleep/wake cycle process
0010840P	P	regulation of circadian sleep/wake cycle, wakefulness
0097031P	P	mitochondrial respiratory chain complex I biogenesis
0003884F	F	D-amino-acid oxidase activity
0055130P	P	D-alanine catabolic process
0008445F	F	D-aspartate oxidase activity
0047821F	F	D-glutamate oxidase activity
0019478P	P	D-amino acid catabolic process
0050648F	F	5(S)-hydroxyperoxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding
0050647F	F	5-hydroxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding
0050646F	F	5-oxo-6E,8Z,11Z,14Z-icosatetraenoic acid binding
0030817P	P	regulation of cAMP biosynthetic process
0001716F	F	L-amino-acid oxidase activity
0051790P	P	short-chain fatty acid biosynthetic process
0004990F	F	oxytocin receptor activity
0003959F	F	NADPH dehydrogenase activity
0018548F	F	pentaerythritol trinitrate reductase activity
0052690F	F	trichloro-p-hydroquinone reductive dehalogenase activity
0043604P	P	amide biosynthetic process
0043605P	P	cellular amide catabolic process
2000275P	P	regulation of oxidative phosphorylation uncoupler activity
0002759P	P	regulation of antimicrobial humoral response
0004931F	F	extracellular ATP-gated cation channel activity
0003029P	P	detection of hypoxic conditions in blood by carotid body chemoreceptor signaling
0043132P	P	NAD transport
0070230P	P	positive regulation of lymphocyte apoptotic process
0051709P	P	regulation of killing of cells of other organism
0090075P	P	relaxation of muscle
0031686F	F	A1 adenosine receptor binding
0045032F	F	ADP-activated adenosine receptor activity
0045031F	F	ATP-activated adenosine receptor activity
0045029F	F	UDP-activated nucleotide receptor activity
0015065F	F	uridine nucleotide receptor activity
0045030F	F	UTP-activated nucleotide receptor activity
0001621F	F	ADP receptor activity
1904139P	P	regulation of microglial cell migration
0071583P	P	negative regulation of zinc ion transmembrane transport
0036092P	P	phosphatidylinositol-3-phosphate biosynthetic process
0016307F	F	phosphatidylinositol phosphate kinase activity
0019797F	F	procollagen-proline 3-dioxygenase activity
0017185P	P	peptidyl-lysine hydroxylation
0004656F	F	procollagen-proline 4-dioxygenase activity
0043412P	P	macromolecule modification
0016222C	C	procollagen-proline 4-dioxygenase complex
0044231C	C	host cell presynaptic membrane
0035651F	F	AP-3 adaptor complex binding
0002561P	P	basophil degranulation
0030289C	C	protein phosphatase 4 complex
0000990F	F	transcription factor activity, core RNA polymerase binding
0097252P	P	oligodendrocyte apoptotic process
1904024P	P	negative regulation of glucose catabolic process to lactate via pyruvate
0043551P	P	regulation of phosphatidylinositol 3-kinase activity
0004735F	F	pyrroline-5-carboxylate reductase activity
0006561P	P	proline biosynthetic process
0017084F	F	delta1-pyrroline-5-carboxylate synthetase activity
0007499P	P	ectoderm and mesoderm interaction
0010481P	P	epidermal cell division
0005943C	C	phosphatidylinositol 3-kinase complex, class IA
0047179F	F	platelet-activating factor acetyltransferase activity
1904177P	P	regulation of adipose tissue development
0047498F	F	calcium-dependent phospholipase A2 activity
0047499F	F	calcium-independent phospholipase A2 activity
0008696F	F	4-amino-4-deoxychorismate lyase activity
0046820F	F	4-amino-4-deoxychorismate synthase activity
0008153P	P	para-aminobenzoic acid biosynthetic process
0032296F	F	double-stranded RNA-specific ribonuclease activity
0016521F	F	pituitary adenylate cyclase activating polypeptide activity
0031858F	F	pituitary adenylate cyclase-activating polypeptide receptor binding
0002878P	P	negative regulation of acute inflammatory response to non-antigenic stimulus
0090274P	P	positive regulation of somatostatin secretion
0004999F	F	vasoactive intestinal polypeptide receptor activity
0051188P	P	cofactor biosynthetic process
0004668F	F	protein-arginine deiminase activity
0036414P	P	histone citrullination
0036413P	P	histone H3-R26 citrullination
0070100P	P	negative regulation of chemokine-mediated signaling pathway
1901624P	P	negative regulation of lymphocyte chemotaxis
0018101P	P	protein citrullination
0016990F	F	arginine deiminase activity
0019546P	P	arginine deiminase pathway
1902491P	P	negative regulation of sperm capacitation
2000359P	P	regulation of binding of sperm to zona pellucida
2001166P	P	regulation of histone H2B ubiquitination
2001163P	P	regulation of phosphorylation of RNA polymerase II C-terminal domain serine 2 residues
0034441P	P	plasma lipoprotein oxidation
0046338P	P	phosphatidylethanolamine catabolic process
0048244F	F	phytanoyl-CoA dioxygenase activity
0097089P	P	methyl-branched fatty acid metabolic process
0061044P	P	negative regulation of vascular wound healing
0035491P	P	positive regulation of leukotriene production involved in inflammatory response
0050960P	P	detection of temperature stimulus involved in thermoception
0035179P	P	larval turning behavior
0090017P	P	anterior neural plate formation
2000047P	P	regulation of cell-cell adhesion mediated by cadherin
0045548F	F	phenylalanine ammonia-lyase activity
0009800P	P	cinnamic acid biosynthetic process
0031750F	F	D3 dopamine receptor binding
0031251C	C	PAN complex
0003864F	F	3-methyl-2-oxobutanoate hydroxymethyltransferase activity
0004592F	F	pantoate-beta-alanine ligase activity
0033317P	P	pantothenate biosynthetic process from valine
0008677F	F	2-dehydropantoate 2-reductase activity
0004594F	F	pantothenate kinase activity
0022829F	F	wide pore channel activity
0052899F	F	N(1),N(12)-diacetylspermine
0008215P	P	spermine metabolic process
1901307P	P	positive regulation of spermidine biosynthetic process
0071040P	P	nuclear polyadenylation-dependent antisense transcript catabolic process
0071047P	P	polyadenylation-dependent mRNA catabolic process
1990817F	F	RNA adenylyltransferase activity
0097222P	P	mitochondrial mRNA polyadenylation
0036416P	P	tRNA stabilization
0043221F	F	SMC family protein binding
0050428P	P	3'-phosphoadenosine 5'-phosphosulfate biosynthetic process
0009336C	C	sulfate adenylyltransferase complex (ATP)
0097003F	F	adipokinetic hormone receptor activity
1900045P	P	negative regulation of protein K63-linked ubiquitination
0070213P	P	protein auto-ADP-ribosylation
0070212P	P	protein poly-ADP-ribosylation
0010847P	P	regulation of chromatin assembly
1900134P	P	negative regulation of renin secretion into blood stream
0032651P	P	regulation of interleukin-1 beta production
0032035F	F	myosin II tail binding
0090195P	P	chemokine secretion
0072608P	P	interleukin-10 secretion
0070661P	P	leukocyte proliferation
0090198P	P	negative regulation of chemokine secretion
0034140P	P	negative regulation of toll-like receptor 3 signaling pathway
0043311P	P	positive regulation of eosinophil degranulation
0070963P	P	positive regulation of neutrophil mediated killing of gram-negative bacterium
0061802C	C	anterior cell cortex
0009225P	P	nucleotide-sugar metabolic process
0036478F	F	L-dopa decarboxylase activator activity
0045340F	F	mercury ion binding
0036524F	F	protein deglycase activity
0044388F	F	small protein activating enzyme binding
0036470F	F	tyrosine 3-monooxygenase activator activity
0050787P	P	detoxification of mercury ion
0018323P	P	enzyme active site formation via L-cysteine sulfinic acid
0036531P	P	glutathione deglycation
0106044P	P	guanine deglycation
0106046P	P	guanine deglycation, glyoxal removal
0106045P	P	guanine deglycation, methylglyoxal removal
1903384P	P	negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway
1903094P	P	negative regulation of protein K48-linked deubiquitination
1903122P	P	negative regulation of TRAIL-activated apoptotic signaling pathway
2000157P	P	negative regulation of ubiquitin-specific protease activity
0036527P	P	peptidyl-arginine deglycation
0036526P	P	peptidyl-cysteine deglycation
0036528P	P	peptidyl-lysine deglycation
1903181P	P	positive regulation of dopamine biosynthetic process
1903197P	P	positive regulation of L-dopa biosynthetic process
1902958P	P	positive regulation of mitochondrial electron transport, NADH to ubiquinone
2000277P	P	positive regulation of oxidative phosphorylation uncoupler activity
1903168P	P	positive regulation of pyrroline-5-carboxylate reductase activity
1901671P	P	positive regulation of superoxide dismutase activity
0036529P	P	protein deglycation, glyoxal removal
1903073P	P	negative regulation of death-inducing signaling complex assembly
1903200P	P	positive regulation of L-dopa decarboxylase activity
1903178P	P	positive regulation of tyrosine 3-monooxygenase activity
0036530P	P	protein deglycation, methylglyoxal removal
1902903P	P	regulation of supramolecular fiber organization
0030541P	P	plasmid partitioning
0110008P	P	ncRNA deadenylation
1990404F	F	protein ADP-ribosylase activity
1904762P	P	positive regulation of myofibroblast differentiation
1903518P	P	positive regulation of single strand break repair
0036211P	P	protein modification process
1903376P	P	regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway
0010990P	P	regulation of SMAD protein complex assembly
0090734C	C	site of DNA damage
0072570F	F	ADP-D-ribose binding
0060330P	P	regulation of response to interferon-gamma
0035079P	P	polytene chromosome puffing
0071670P	P	smooth muscle cell chemotaxis
1990512C	C	Cry-Per complex
0070092P	P	regulation of glucagon secretion
0032536P	P	regulation of cell projection size
0032033F	F	myosin II light chain binding
0042986P	P	positive regulation of amyloid precursor protein biosynthetic process
0072289P	P	metanephric nephron tubule formation
1900215P	P	negative regulation of apoptotic process involved in metanephric collecting duct development
1900218P	P	negative regulation of apoptotic process involved in metanephric nephron tubule development
0072305P	P	negative regulation of mesenchymal cell apoptotic process involved in metanephric nephron morphogenesis
0061360P	P	optic chiasma development
2000594P	P	positive regulation of metanephric DCT cell differentiation
2000597P	P	positive regulation of optic nerve formation
0072172P	P	mesonephric tubule formation
0072197P	P	ureter morphogenesis
0048785P	P	hatching gland development
0021905P	P	forebrain-midbrain boundary formation
0021778P	P	oligodendrocyte cell fate specification
0021918P	P	regulation of transcription from RNA polymerase II promoter involved in somatic motor neuron fate commitment
0021538P	P	epithalamus development
0043704P	P	photoreceptor cell fate specification
0014813P	P	skeletal muscle satellite cell commitment
0004996F	F	thyroid-stimulating hormone receptor activity
2000612P	P	regulation of thyroid-stimulating hormone secretion
